domain;rule_id;rule_type;rule_status;rule_priority;family_code;family_kind;family_id;family_score;retained;question_type;reasoning_trap;predicted_difficulty;priority;candidate_family_status;twin_group_id;twin_type;concept_tested;redundancy_group_id;family_rationale
LCBFT;LCBFT-R-012;PROHIBITION;draft;CRITICAL;F12;MISSING_INFORMATION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article L.561-8 = Refus ou cessation de la relation d'affaires;RG-LCBFT-ARTICLE-L-561-8-PROHIBITION;la donnée manquante serait difficile à nommer précisément : la demande d'information resterait vague
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F1;FACT_RECALL;LCBFT-R-013-F1;3;True;fact;NONE;2;MEDIUM;blocked;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;règle de type SCOPE : elle porte un élément restituable exactement (définition, seuil, délai ou périmètre)
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F2;QUALIFICATION;LCBFT-R-013-F2;3;True;qualification;NONE;4;HIGH;blocked;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;aucune computation réelle : un calcul serait fabriqué pour la question
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F4;FALSE_PREMISE;LCBFT-R-013-F4;3;True;false_premise;FALSE_ARTICLE;4;HIGH;blocked;TG-LCBFT-R-013;FALSE_TRUE;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;la règle porte un piège d'invention (seuil ou article) : la fausse prémisse s'écrit directement dessus
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F5;TRUE_PREMISE_ADVERSARIAL;LCBFT-R-013-F5;3;True;true_premise_adversarial;NONE;4;MEDIUM;blocked;TG-LCBFT-R-013;FALSE_TRUE;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;not_retained;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;HIGH;not_retained;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;règle sans branche : une réponse conditionnelle serait un artifice
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;MEDIUM;not_retained;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F9;CROSS_REGULATORY;;1;False;qualification;CROSS_REGULATORY_CONFLATION;5;HIGH;not_retained;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;piège inter-réglementaire annoncé mais aucun régime voisin nommé : la confusion resterait abstraite
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;HIGH;not_retained;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;HIGH;not_retained;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;aucune affirmation négative documentée : il n'y a rien à nier
LCBFT;LCBFT-R-013;SCOPE;draft;HIGH;F12;MISSING_INFORMATION;LCBFT-R-013-F12;3;True;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;blocked;;;Ensemble de la directive = Directives européennes de transposition;RG-LCBFT-ENSEMBLE-DE-LA-DIRECTIVE-SCOPE;règle de type SCOPE : on peut nommer exactement la donnée qui manque pour conclure
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F1;FACT_RECALL;MIFID-R-001-F1;2;True;fact;NONE;2;MEDIUM;blocked;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;l'obligation elle-même se restitue : qui doit quoi, envers qui
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F2;QUALIFICATION;MIFID-R-001-F2;3;True;qualification;NONE;4;HIGH;blocked;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;aucune computation réelle : un calcul serait fabriqué pour la question
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F4;FALSE_PREMISE;MIFID-R-001-F4;2;True;false_premise;SCOPE_CONFUSION;4;HIGH;blocked;TG-MIFID-R-001;SCOPE_TWIN;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;1 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F5;TRUE_PREMISE_ADVERSARIAL;MIFID-R-001-F5;2;True;true_premise_adversarial;NONE;4;MEDIUM;blocked;TG-MIFID-R-001;SCOPE_TWIN;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;not_retained;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;HIGH;not_retained;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;règle sans branche : une réponse conditionnelle serait un artifice
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;MEDIUM;not_retained;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;HIGH;not_retained;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;aucun régime voisin : la confusion ne serait pas plausible
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;HIGH;not_retained;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;HIGH;not_retained;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;aucune affirmation négative documentée : il n'y a rien à nier
MIFID;MIFID-R-001;OBLIGATION;draft;HIGH;F12;MISSING_INFORMATION;MIFID-R-001-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;blocked;;;Article 24 = Agir de manière honnête, équitable et professionnelle;RG-MIFID-ARTICLE-24-OBLIGATION;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F1;FACT_RECALL;MIFID-R-002-F1;2;True;fact;NONE;3;HIGH;blocked;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;l'obligation elle-même se restitue : qui doit quoi, envers qui
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F2;QUALIFICATION;MIFID-R-002-F2;3;True;qualification;NONE;5;CRITICAL;blocked;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;4;CRITICAL;not_retained;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;aucune computation réelle : un calcul serait fabriqué pour la question
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F4;FALSE_PREMISE;MIFID-R-002-F4;2;True;false_premise;SCOPE_CONFUSION;5;CRITICAL;blocked;TG-MIFID-R-002;SCOPE_TWIN;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;3 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;MIFID-R-002-F5;2;True;true_premise_adversarial;NONE;5;HIGH;blocked;TG-MIFID-R-002;SCOPE_TWIN;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;5;HIGH;not_retained;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F7;CONDITIONAL_ANSWER;MIFID-R-002-F7;2;True;qualification;NONE;4;CRITICAL;blocked;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;l'énoncé se branche selon les faits : la bonne réponse dit « si A alors X, si B alors Y »
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;5;HIGH;not_retained;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;aucun régime voisin : la confusion ne serait pas plausible
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;5;CRITICAL;not_retained;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;5;CRITICAL;not_retained;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;aucune affirmation négative documentée : il n'y a rien à nier
MIFID;MIFID-R-002;OBLIGATION;draft;CRITICAL;F12;MISSING_INFORMATION;MIFID-R-002-F12;2;True;calibrated_abstention;MISSING_INFORMATION;5;HIGH;blocked;;;Article 25 = Évaluation de l'adéquation dans le conseil et la gestion de portefeuille;RG-MIFID-ARTICLE-25-OBLIGATION;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F1;FACT_RECALL;MIFID-R-003-F1;2;True;fact;NONE;2;HIGH;blocked;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;l'obligation elle-même se restitue : qui doit quoi, envers qui
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F2;QUALIFICATION;MIFID-R-003-F2;3;True;qualification;NONE;4;CRITICAL;blocked;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;aucune computation réelle : un calcul serait fabriqué pour la question
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F4;FALSE_PREMISE;MIFID-R-003-F4;2;True;false_premise;SCOPE_CONFUSION;4;CRITICAL;blocked;TG-MIFID-R-003;SCOPE_TWIN;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;MIFID-R-003-F5;2;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-MIFID-R-003;SCOPE_TWIN;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F7;CONDITIONAL_ANSWER;MIFID-R-003-F7;2;True;qualification;NONE;3;CRITICAL;blocked;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;l'énoncé se branche selon les faits : la bonne réponse dit « si A alors X, si B alors Y »
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;HIGH;not_retained;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;aucun régime voisin : la confusion ne serait pas plausible
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;aucune affirmation négative documentée : il n'y a rien à nier
MIFID;MIFID-R-003;OBLIGATION;draft;CRITICAL;F12;MISSING_INFORMATION;MIFID-R-003-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article 25 = Évaluation du caractère approprié hors conseil;RG-MIFID-ARTICLE-25-OBLIGATION;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F1;FACT_RECALL;;1;False;fact;NONE;2;HIGH;not_retained;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;règle de type EXCEPTION : la restitution porterait sur un dispositif diffus, difficile à noter exactement
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F2;QUALIFICATION;MIFID-R-004-F2;3;True;qualification;NONE;4;CRITICAL;blocked;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;aucune computation réelle : un calcul serait fabriqué pour la question
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F4;FALSE_PREMISE;MIFID-R-004-F4;2;True;false_premise;SCOPE_CONFUSION;4;CRITICAL;blocked;TG-MIFID-R-004;SCOPE_TWIN;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;3 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;MIFID-R-004-F5;2;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-MIFID-R-004;SCOPE_TWIN;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F7;CONDITIONAL_ANSWER;MIFID-R-004-F7;2;True;qualification;NONE;3;CRITICAL;blocked;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;l'énoncé se branche selon les faits : la bonne réponse dit « si A alors X, si B alors Y »
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;HIGH;not_retained;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;aucun régime voisin : la confusion ne serait pas plausible
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;aucune affirmation négative documentée : il n'y a rien à nier
MIFID;MIFID-R-004;EXCEPTION;draft;CRITICAL;F12;MISSING_INFORMATION;MIFID-R-004-F12;3;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article 25 = Régime d'exécution simple pour les instruments non complexes;RG-MIFID-ARTICLE-25-EXCEPTION;règle de type EXCEPTION : on peut nommer exactement la donnée qui manque pour conclure
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F1;FACT_RECALL;MIFID-R-005-F1;2;True;fact;NONE;2;MEDIUM;blocked;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;l'obligation elle-même se restitue : qui doit quoi, envers qui
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F2;QUALIFICATION;MIFID-R-005-F2;2;True;qualification;NONE;4;HIGH;blocked;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;la règle se projette sur un cas, avec une réponse tranchable
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;aucune computation réelle : un calcul serait fabriqué pour la question
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F4;FALSE_PREMISE;MIFID-R-005-F4;2;True;false_premise;SCOPE_CONFUSION;4;HIGH;blocked;TG-MIFID-R-005;SCOPE_TWIN;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;1 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F5;TRUE_PREMISE_ADVERSARIAL;MIFID-R-005-F5;2;True;true_premise_adversarial;NONE;4;MEDIUM;blocked;TG-MIFID-R-005;SCOPE_TWIN;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;not_retained;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F7;CONDITIONAL_ANSWER;MIFID-R-005-F7;2;True;qualification;NONE;3;HIGH;blocked;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;l'énoncé se branche selon les faits : la bonne réponse dit « si A alors X, si B alors Y »
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;MEDIUM;not_retained;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;HIGH;not_retained;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;aucun régime voisin : la confusion ne serait pas plausible
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;HIGH;not_retained;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;HIGH;not_retained;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;aucune affirmation négative documentée : il n'y a rien à nier
MIFID;MIFID-R-005;DISCLOSURE;draft;HIGH;F12;MISSING_INFORMATION;MIFID-R-005-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;blocked;;;Article 25 = Rapport d'adéquation au client de détail;RG-MIFID-ARTICLE-25-DISCLOSURE;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
MIFID;MIFID-R-006;DEFINITION;draft;CRITICAL;F1;FACT_RECALL;MIFID-R-006-F1;3;True;fact;NONE;3;HIGH;blocked;;;Article 2 et article 54 du règlement délégué (UE) 2017/565 modifié = Préférences en matière de durabilité;RG-MIFID-ARTICLE-2-ET-ARTICLE-54-DEFINITION;règle de type DEFINITION : elle porte un élément restituable exactement (définition, seuil, délai ou périmètre)
MIFID;MIFID-R-006;DEFINITION;draft;CRITICAL;F2;QUALIFICATION;;1;False;qualification;NONE;5;CRITICAL;not_retained;;;Article 2 et article 54 du règlement délégué (UE) 2017/565 modifié = Préférences en matière de durabilité;RG-MIFID-ARTICLE-2-ET-ARTICLE-54-DEFINITION;une définition s'applique mal seule : la qualification dépendrait d'une règle d'obligation qu'il faudrait joindre
MIFID;MIFID-R-006;DEFINITION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;4;CRITICAL;not_retained;;;Article 2 et article 54 du règlement délégué (UE) 2017/565 modifié = Préférences en matière de durabilité;RG-MIFID-ARTICLE-2-ET-ARTICLE-54-DEFINITION;aucune computation réelle : un calcul serait fabriqué pour la question
MIFID;MIFID-R-006;DEFINITION;draft;CRITICAL;F4;FALSE_PREMISE;MIFID-R-006-F4;2;True;false_premise;CONCEPT_CONFLATION;5;CRITICAL;blocked;TG-MIFID-R-006;FALSE_TRUE;Article 2 et article 54 du règlement délégué (UE) 2017/565 modifié = Préférences en matière de durabilité;RG-MIFID-ARTICLE-2-ET-ARTICLE-54-DEFINITION;3 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
